anime_id,title,type,score,scored_by,status,episodes,start_date,end_date,source,members,favorites,episode_duration,total_duration,rating,sfw,approved,created_at,updated_at,start_year,start_season,real_start_date,real_end_date,broadcast_day,broadcast_time,genres,themes,demographics,studios,producers,licensors,synopsis,background,main_picture,url,trailer_url,title_english,title_japanese,title_synonyms
245,Great Teacher Onizuka,tv,8.69,391305,finished_airing,43,1999-06-30,2000-09-17,manga,794971,25474,0 days 00:25:50,0 days 18:30:50,r,TRUE,TRUE,2005-11-13 02:44:09+00:00,2023-06-25 06:57:35+00:00,1999,summer,1999-06-30,2000-09-17,wednesday,19:30:00,['Comedy'],"['Delinquents', 'School', 'Workplace']",['Shounen'],['Pierrot'],"['Aniplex', 'Fuji TV']","['Discotek Media', 'Tokyopop']","Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous.

Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way.

Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/13/11460l.jpg,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,"['GTO', 'GTO - The Animation']"
40776,Haikyuu!! To the Top Part 2,tv,8.54,452701,finished_airing,12,2020-10-03,2020-12-19,manga,767486,5958,0 days 00:23:56,0 days 04:47:12,pg_13,TRUE,TRUE,2019-11-29 09:35:56+00:00,2023-04-02 18:54:45+00:00,2020,fall,2020-10-03,2020-12-19,saturday,02:25:00,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G'],"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno.

As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded.

Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1453/106768l.jpg,https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2,https://www.youtube.com/watch?v=QiMriorA2UY,Haikyu!! To the Top 2nd-cour,ハイキュー TO THE TOP 第2クール,"['Haikyu!! TO THE TOP 2nd-cour, Haikyu!! TO THE TOP Part 2']"
13601,Psycho-Pass,tv,8.34,762705,finished_airing,22,2012-10-12,2013-03-22,original,1580651,37966,0 days 00:23:00,0 days 08:26:00,r,TRUE,TRUE,2012-03-30 12:22:25+00:00,2023-06-09 16:49:49+00:00,2012,fall,2012-10-12,2013-03-22,friday,00:45:00,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",[],['Production I.G'],"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'Kyoraku Industrial Holdings']",['Funimation'],"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.

[Written by MAL Rewrite]","An edited version of the series received a rebroadcast starting July 10, 2014. 22 episodes of the original series were combined into eleven 46-minute long episodes with some scenes being slightly extended. Psycho-Pass aired on Fuji Television's noitaminA block. In the 2013 Newtype Anime Awards it was voted as fourth best title of the year. Its 11th episode was awarded ""Best Episode"" in the Noitamina 10th anniversary fan vote. It has spawned several video-game spin-offs, a novel series and a manga series as well.",https://cdn.myanimelist.net/images/anime/5/43399l.jpg,https://myanimelist.net/anime/13601/Psycho-Pass,https://www.youtube.com/watch?v=DgDBzAHg4wU,Psycho-Pass,サイコパス,['Psychopath']
38691,Dr. Stone,tv,8.29,1000126,finished_airing,24,2019-07-05,2019-12-13,manga,1651884,27313,0 days 00:24:00,0 days 09:36:00,pg_13,TRUE,TRUE,2018-11-15 03:14:50+00:00,2023-04-02 18:39:19+00:00,2019,summer,2019-07-05,2019-12-13,friday,22:00:00,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen'],['TMS Entertainment'],"['TOHO animation', 'Shueisha', '8PAN']","['Funimation', 'Crunchyroll']","After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.

Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.

However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.

[Written by MAL Rewrite]",Dr. Stone adapts chapters 1-60 of the manga.,https://cdn.myanimelist.net/images/anime/1613/102576l.jpg,https://myanimelist.net/anime/38691/Dr_Stone,https://www.youtube.com/watch?v=2ei4KpfCOAI,Dr. Stone,ドクターストーン,[]
39551,Tensei shitara Slime Datta Ken 2nd Season,tv,8.39,508943,finished_airing,12,2021-01-12,2021-03-30,manga,888768,10476,0 days 00:23:42,0 days 04:44:24,pg_13,TRUE,TRUE,2019-03-17 13:22:27+00:00,2023-04-17 11:31:14+00:00,2021,winter,2021-01-12,2021-03-30,tuesday,23:00:00,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],['8bit'],['Kodansha'],['Funimation'],"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1271/109841l.jpg,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,https://www.youtube.com/watch?v=Lk3fJsIOnKw,That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件,['Tensura 2']
10087,Fate/Zero,tv,8.28,836559,finished_airing,13,2011-10-02,2011-12-25,light_novel,1458299,33259,0 days 00:28:00,0 days 06:04:00,r,TRUE,TRUE,2010-12-24 18:18:16+00:00,2023-01-17 00:26:02+00:00,2011,fall,2011-10-02,2011-12-25,sunday,00:00:00,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable'],"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['Aniplex of America'],"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.

Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.

Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.

[Written by MAL Rewrite]","Fate/Zero was simulcasted around the world, with subtitles covering eight major languages. It is currently licensed by Aniplex of America for release in North America.",https://cdn.myanimelist.net/images/anime/1887/117644l.jpg,https://myanimelist.net/anime/10087/Fate_Zero,https://www.youtube.com/watch?v=21-1-ioCfXY,Fate/Zero,フェイト/ゼロ,[]
38883,Haikyuu!! To the Top,tv,8.36,545906,finished_airing,13,2020-01-11,2020-04-04,manga,888322,5072,0 days 00:24:00,0 days 05:12:00,pg_13,TRUE,TRUE,2018-12-22 08:18:06+00:00,2023-01-18 04:44:12+00:00,2020,winter,2020-01-11,2020-04-04,saturday,01:25:00,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G'],"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind.

However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it.

As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1813/105367l.jpg,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,https://www.youtube.com/watch?v=gJv9fFJmnCA,Haikyu!! To the Top,ハイキュー!! TO THE TOP,"['Haikyuu!! (2020)', 'Haikyuu!! Fourth Season', 'Haikyuu!! 4th Season']"
33,Kenpuu Denki Berserk,tv,8.57,330155,finished_airing,25,1997-10-08,1998-04-01,manga,617424,25873,0 days 00:25:00,0 days 10:25:00,r+,TRUE,TRUE,2005-11-11 01:38:37+00:00,2023-04-24 08:30:40+00:00,1997,fall,1997-10-08,1998-04-01,wednesday,01:45:00,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","['Gore', 'Military']",['Seinen'],['OLM'],"['VAP', 'Hakusensha', 'Nippon Television Network']","['Media Blasters', 'NYAV Post']","Guts, a man who will one day be known as the Black Swordsman, is a young traveling mercenary characterized by the large greatsword he carries. He accepts jobs that offer the most money, but he never stays with one group for long—until he encounters the Band of the Falcon. Ambushed after completing a job, Guts crushes many of its members in combat. Griffith, The Band of the Falcon's leader and founder, takes an interest in Guts and duels him. While the others are no match for Guts, Griffith defeats him in one blow.

Incapacitated and taken into the Band of the Falcon's camp to recover, Guts wakes up two days later. He confronts Griffith, and the two duel yet again, only this time with a condition: Guts will join the Band of the Falcon if he loses. Due to his fresh injuries, Guts loses the fight and is inducted by Griffith.

In three years' time, Guts has become one of the Band of the Falcon's commanders. On the battlefield, his combat prowess is second only to Griffith as he takes on large groups of enemies all on his own. With Guts' immense strength and Griffith's leadership, the Band of the Falcon dominate every battle they partake in. But something menacing lurks in the shadows, threatening to change Guts' life forever.

[Written by MAL Rewrite]","Kenpuu Denki Berserk adapts the first 12 volumes and a part of the 13th volume of the manga. While the story remains fairly loyal to the source material, heavy modifications were made to exclude some of the more graphic depictions of violence, as well as characters and other content that could not be covered within the length of the anime’s running time. These changes were approved by the series creator himself. The series was released on DVD by Media Blasters in six volumes from May 28, 2002 to May 27, 2003. The company also released a complete collection on November 16, 2004; it was later remastered by AnimeWorks and published on March 10, 2009. An art book—titled Berserk: Kenpuu Denki - Kanzen Kaiseki-sho—containing sketches and behind-the-scenes information on the anime was published by Hakusensha on December 9, 1998.",https://cdn.myanimelist.net/images/anime/1384/119988l.jpg,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,https://www.youtube.com/watch?v=5g5uPsKDGYg,Berserk,剣風伝奇ベルセルク,"['Berserk: The Chronicles of Wind Blades', 'Sword-Wind Chronicle Berserk']"
49926,Kimetsu no Yaiba: Mugen Ressha-hen,tv,8.39,391013,finished_airing,7,2021-10-10,2021-11-28,manga,659787,4038,0 days 00:24:15,0 days 02:49:45,r,TRUE,TRUE,2021-09-25 15:05:08+00:00,2023-08-03 17:04:36+00:00,2021,fall,2021-10-10,2021-11-28,sunday,23:15:00,"['Action', 'Fantasy']",['Historical'],['Shounen'],['ufotable'],"['Aniplex', 'Shueisha']",[],"A mysterious string of disappearances on a certain train has caught the attention of the Demon Slayer Corps, and they have sent one of their best to exterminate what can only be a demon responsible. However, the plan to board the Mugen Train is delayed by a lesser demon who is terrorizing the mechanics and targeting a kind, elderly woman and her granddaughter. Kyoujurou Rengoku, the Flame Hashira, must eliminate the threat before boarding the train.

Sent to assist the Hashira, Tanjirou Kamado, Inosuke Hashira, and Zenitsu Agatsuma enter the train prepared to fight. But their monstrous target already has a devious plan in store for them and the two hundred passengers: by delving deep into their consciousness, the demon intends to obliterate everyone in a stunning display of the power held by the Twelve Kizuki. 

[Written by MAL Rewrite]",Mugen Ressha-hen adapts chapters 54 to 66 of the manga. The first episode is original to the anime.,https://cdn.myanimelist.net/images/anime/1065/118763l.jpg,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,鬼滅の刃 無限列車編,['Kimetsu no Yaiba Movie: Mugen Ressha-hen (TV)']
50172,Mob Psycho 100 III,tv,8.72,267047,finished_airing,12,2022-10-06,2022-12-22,web_manga,591998,9112,0 days 00:23:40,0 days 04:44:00,pg_13,TRUE,TRUE,2021-10-19 12:54:06+00:00,2022-12-28 04:54:54+00:00,2022,fall,2022-10-06,2022-12-22,thursday,00:00:00,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[],['Bones'],"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']",[],"After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life—starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him.

However, new supernatural and ordinary challenges test Mob’s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1228/125011l.jpg,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,https://www.youtube.com/watch?v=b1miJsAVYJA,Mob Psycho 100 III,モブサイコ100 III,"['Mob Psycho 100 3rd Season', 'Mob Psycho Hyaku', 'Mob Psycho One Hundred']"
37520,Dororo,tv,8.24,593636,finished_airing,24,2019-01-07,2019-06-24,manga,1162560,19790,0 days 00:24:00,0 days 09:36:00,r,TRUE,TRUE,2018-03-19 13:16:46+00:00,2023-01-18 04:10:21+00:00,2019,winter,2019-01-07,2019-06-24,monday,22:30:00,"['Action', 'Adventure', 'Supernatural']","['Historical', 'Mythology', 'Samurai']",['Shounen'],"['Tezuka Productions', 'MAPPA']",['Twin Engine'],['Sentai Filmworks'],"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives.

This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1879/100467l.jpg,https://myanimelist.net/anime/37520/Dororo,https://www.youtube.com/watch?v=v3ApcTz1lwE,Dororo,どろろ,['Dororo to Hyakkimaru']
24415,Kuroko no Basket 3rd Season,tv,8.3,455238,finished_airing,25,2015-01-11,2015-06-30,manga,735523,5049,0 days 00:24:10,0 days 10:04:10,pg_13,TRUE,TRUE,2014-05-28 07:12:25+00:00,2023-01-15 04:28:29+00:00,2015,winter,2015-01-11,2015-06-30,sunday,01:58:00,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G'],"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Shueisha', 'BS11']",[],"Seirin prepares to face major obstacles on their path to winning the Winter Cup, including the teams each possessing a member of the Generation of Miracles. Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/4/68299l.jpg,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,https://www.youtube.com/watch?v=H1TvpW04Oxs,Kuroko's Basketball 3,黒子のバスケ,"['Kuroko no Basuke 3rd Season', 'The Basketball Which Kuroko Plays']"
28977,Gintama°,tv,09.06,240466,finished_airing,51,2015-04-08,2016-03-30,manga,602466,16132,0 days 00:24:00,0 days 20:24:00,pg_13,TRUE,TRUE,2014-12-21 07:58:01+00:00,2023-04-02 18:09:04+00:00,2015,spring,2015-04-08,2016-03-30,wednesday,18:00:00,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Bandai Namco Pictures'],"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/3/72078l.jpg,https://myanimelist.net/anime/28977/Gintama°,,Gintama Season 4,銀魂°,"[""Gintama' (2015)""]"
28223,Death Parade,tv,8.15,973256,finished_airing,12,2015-01-10,2015-03-28,original,1704114,27655,0 days 00:23:00,0 days 04:36:00,r,TRUE,TRUE,2014-10-31 13:46:50+00:00,2023-03-04 20:07:31+00:00,2015,winter,2015-01-10,2015-03-28,saturday,01:58:00,"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",[],['Madhouse'],"['VAP', 'DAX Production', 'Nippon Television Network']",['Funimation'],"After death, either Heaven or Hell awaits most humans. But for a select few, death brings them to Quindecim—a bar where only pairs of people who die at the same time can enter. Attending the bar is an enigmatic figure known as Decim, who also acts as the arbiter. He passes judgment on those who wind up at Quindecim by challenging them to a life-threatening game. These games determine if the patron's soul will reincarnate into a new life, or be sent into the void, never to be seen again.

From darts and bowling to fighting games, the true nature of each patron slowly comes to light as they wager their souls. Though his methods remain unchanged, the sudden appearance of a black-haired amnesiac causes Decim to reevaluate his own rulings.

[Written by MAL Rewrite]","Death Parade spawned from the short film Death Billiards, which was part of the Young Animator Training Project's Anime Mirai 2013.",https://cdn.myanimelist.net/images/anime/5/71553l.jpg,https://myanimelist.net/anime/28223/Death_Parade,https://www.youtube.com/watch?v=O1X6czI74UQ,Death Parade,デス・パレード,[]
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,tv,8.33,395857,finished_airing,12,2021-07-06,2021-09-21,manga,695610,10553,0 days 00:23:42,0 days 04:44:24,pg_13,TRUE,TRUE,2020-03-21 01:52:06+00:00,2023-04-17 11:31:32+00:00,2021,summer,2021-07-06,2021-09-21,tuesday,23:00:00,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],['8bit'],"['Kodansha', 'BS11', 'Bandai Namco Arts', 'Micro Magazine Publishing', 'Bandai Spirits', 'Sony Music Solutions', 'ADK Marketing Solutions']",['Crunchyroll'],"The nation of Tempest is in a festive mood after successfully overcoming the surprise attack from the Falmuth Army and the Western Holy Church. Beyond the festivities lies a meeting between Tempest and its allies to decide the future of the Nation of Monsters. The aftermath of the Falmuth invasion, Milim Nava's suspicious behavior, and the disappearance of Demon Lord Carrion—the problems seem to keep on piling up.

Rimuru Tempest, now awakened as a ""True Demon Lord,"" decides to go on the offensive against Clayman. With the fully revived ""Storm Dragon"" Veldora, ""Ultimate Skill"" Raphael, and other powerful comrades, the ruler of the Tempest is confident in taking down his enemies one by one until he can face the man pulling the strings.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/1033/118296l.jpg,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,https://www.youtube.com/watch?v=nle-73CcG1k,That Time I Got Reincarnated as a Slime Season 2 Part 2,転生したらスライムだった件,['Tensura 2']
41467,Bleach: Sennen Kessen-hen,tv,09.06,228906,finished_airing,13,2022-10-11,2022-12-27,manga,465617,18798,0 days 00:24:31,0 days 05:18:43,r,TRUE,TRUE,2020-03-18 09:10:15+00:00,2023-06-30 08:08:05+00:00,2022,fall,2022-10-11,2022-12-27,tuesday,00:00:00,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Pierrot'],"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['VIZ Media'],"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]","Bleach: Sennen Kessen-hen adapts volume 55 to volume 61 of the original manga. It was released on Blu-ray on April 26, 2023.",https://cdn.myanimelist.net/images/anime/1908/135431l.jpg,https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen,https://www.youtube.com/watch?v=e8YBesRKq_U,Bleach: Thousand-Year Blood War,BLEACH 千年血戦篇,['Bleach: Thousand-Year Blood War Arc']
33486,Boku no Hero Academia 2nd Season,tv,8.11,1668497,finished_airing,25,2017-04-01,2017-09-30,manga,2431774,17123,0 days 00:23:50,0 days 09:55:50,pg_13,TRUE,TRUE,2016-06-23 06:42:44+00:00,2023-01-30 15:06:59+00:00,2017,spring,2017-04-01,2017-09-30,saturday,17:30:00,['Action'],"['School', 'Super Power']",['Shounen'],['Bones'],"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.

However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/12/85221l.jpg,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,https://www.youtube.com/watch?v=ayeDDe8eN1E,My Hero Academia Season 2,僕のヒーローアカデミア,[]
9969,Gintama',tv,09.04,228236,finished_airing,51,2011-04-04,2012-03-26,manga,531630,7850,0 days 00:24:20,0 days 20:41:00,pg_13,TRUE,TRUE,2010-12-06 15:47:56+00:00,2023-04-02 18:11:14+00:00,2011,spring,2011-04-04,2012-03-26,monday,18:00:00,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Sunrise'],"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Studio Jack', 'Shueisha']",[],"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/anime/4/50361l.jpg,https://myanimelist.net/anime/9969/Gintama,,Gintama Season 2,銀魂',['Gintama (2011)']
